Query: 301
(112494, 12.885201)
(37799, 12.699611)
(38262, 12.528719)
(15449, 12.423459)
(31202, 12.138192)
(129643, 12.138192)
(16402, 12.075345)
(410, 12.039502)
(51927, 11.988329)
(454363, 11.974416)Query: 302
(413960, 26.7406)
(37100, 24.680716)
(487786, 19.959061)
(106300, 17.421124)
(524765, 16.421954)
(131078, 16.348285)
(18736, 15.96525)
(518439, 15.494111)
(444416, 15.288825)
(37119, 15.197145)Query: 303
(520495, 28.377751)
(441085, 28.276231)
(312398, 28.032599)
(425240, 27.590927)
(474972, 27.382658)
(415054, 26.581028)
(359816, 26.414102)
(495156, 26.363471)
(474971, 26.209388)
(517428, 26.145162)Query: 304
(182107, 26.22692)
(148459, 25.920921)
(141745, 25.877367)
(151144, 25.235666)
(150517, 25.160475)
(159738, 25.142745)
(143844, 24.813299)
(156805, 24.711236)
(163307, 24.567612)
(159739, 24.494117)Query: 305
(454225, 11.002794)
(137134, 10.747383)
(456966, 10.134351)
(433713, 10.058063)
(100995, 9.925304)
(341423, 9.903834)
(422492, 9.775036)
(410850, 9.70182)
(75857, 9.645955)
(495856, 9.627953)Query: 306
(496145, 15.515549)
(302629, 14.779924)
(57055, 14.515828)
(20006, 14.253272)
(317197, 14.150441)
(258477, 13.95119)
(6974, 13.375378)
(99444, 13.290607)
(503003, 13.250725)
(188, 13.179703)Query: 307
(85839, 15.683282)
(42331, 15.402188)
(52516, 15.371323)
(151877, 15.316812)
(2395, 14.976824)
(127856, 14.635823)
(502179, 14.59638)
(134963, 14.448623)
(184871, 14.424408)
(54174, 14.400464)Query: 308
(499127, 20.795606)
(131031, 15.61895)
(131027, 14.682145)
(131033, 14.624113)
(335447, 14.508048)
(131029, 14.450016)
(131032, 13.869694)
(149520, 13.781321)
(141320, 13.768947)
(24363, 13.471759)Query: 309
(458810, 13.214529)
(491924, 13.071262)
(523014, 12.642928)
(507497, 12.045447)
(437404, 11.953174)
(482313, 11.919033)
(484410, 11.886795)
(495042, 11.876895)
(505287, 11.864856)
(392438, 11.789281)Query: 310
(226322, 24.704564)
(433826, 18.814973)
(399698, 16.7844)
(204150, 16.504156)
(300810, 15.828451)
(202211, 15.66153)
(456166, 15.259052)
(448298, 15.124402)
(385451, 14.254967)
(385613, 14.254967)Query: 311
(385669, 14.833829)
(80767, 14.247313)
(219087, 13.698047)
(11857, 13.355431)
(350715, 12.599269)
(120309, 12.475624)
(387614, 12.460867)
(19690, 12.364736)
(273276, 12.141301)
(108159, 11.964392)Query: 312
(513307, 15.032162)
(491802, 14.435728)
(471871, 13.34395)
(6467, 8.471387)
(435718, 8.43095)
(135364, 7.986152)
(162694, 6.975247)
(257571, 6.783175)
(167420, 6.399031)
(457441, 6.247395)Query: 313
(41183, 34.682869)
(526317, 29.371181)
(101909, 28.611182)
(91322, 28.478462)
(503265, 27.152376)
(11105, 26.94691)
(409255, 26.921611)
(69594, 25.717641)
(380947, 25.548186)
(432858, 24.820569)Query: 314
(482411, 10.625387)
(448933, 10.477958)
(457150, 10.368846)
(236518, 10.270745)
(513241, 9.865335)
(525451, 9.800891)
(198554, 9.772259)
(198010, 9.765923)
(509417, 9.736599)
(138858, 9.659428)Query: 315
(158551, 17.255483)
(508525, 16.359324)
(251063, 15.651094)
(522592, 14.389543)
(513994, 14.34508)
(25738, 14.319853)
(418917, 14.142953)
(403621, 14.077086)
(169923, 13.883144)
(474013, 13.775178)Query: 316
(266599, 14.444769)
(350507, 12.861233)
(477238, 12.17083)
(300447, 11.608644)
(228047, 11.401523)
(526527, 10.385643)
(327404, 10.188768)
(277269, 8.235529)
(465817, 8.215803)
(332610, 6.412425)Query: 317
(433553, 22.062605)
(408733, 20.865579)
(440254, 20.772095)
(516889, 17.61533)
(205956, 13.769021)
(259492, 13.348385)
(265419, 12.201517)
(508407, 11.71781)
(334969, 10.585941)
(487893, 10.532727)Query: 318
(442346, 11.061655)
(295018, 9.117614)
(105598, 8.863134)
(415538, 8.521023)
(270588, 8.474706)
(357154, 8.46634)
(479012, 8.44159)
(522987, 8.379682)
(2449, 8.371062)
(319632, 8.349699)Query: 319
(181557, 11.252644)
(14570, 11.078311)
(25320, 11.062434)
(74638, 11.062434)
(53236, 10.938632)
(91424, 10.938632)
(127473, 10.785303)
(127411, 10.761152)
(169340, 10.700282)
(58239, 10.608468)Query: 320
(47065, 43.552803)
(41124, 32.488677)
(29110, 30.503921)
(166763, 30.208968)
(29154, 30.043327)
(71765, 29.683775)
(285575, 29.600532)
(29153, 29.547514)
(166769, 29.353714)
(166764, 28.689117)Query: 321
(280168, 11.182554)
(507662, 11.097772)
(306168, 10.970888)
(498344, 10.929273)
(203913, 10.875981)
(356118, 10.667935)
(262877, 10.40593)
(318635, 10.356655)
(204051, 10.276029)
(125730, 10.145364)Query: 322
(397992, 12.742069)
(449934, 11.857693)
(362334, 11.568606)
(307112, 10.635463)
(211827, 10.215898)
(425382, 10.144344)
(489313, 10.069828)
(501825, 9.93571)
(257140, 9.841452)
(290039, 9.775594)Query: 323
(435700, 19.711571)
(339751, 17.315296)
(416395, 15.202085)
(416396, 15.104408)
(411668, 14.491707)
(434869, 14.314112)
(471562, 13.932284)
(264950, 13.399501)
(112308, 12.490194)
(410431, 12.436319)Query: 324
(41431, 16.881732)
(41632, 16.285511)
(54330, 15.398964)
(41525, 15.295371)
(28759, 15.166141)
(261188, 15.100546)
(294089, 15.063484)
(317089, 15.011475)
(343378, 14.996116)
(41576, 14.967989)Query: 325
(6877, 12.325247)
(486861, 12.318962)
(418546, 11.816147)
(394067, 11.803577)
(383683, 11.753295)
(383691, 11.753295)
(463769, 11.740725)
(501357, 11.608736)
(6876, 11.476747)
(260495, 11.426466)Query: 326
(385890, 18.2504)
(393583, 17.712967)
(329624, 17.676721)
(380930, 17.670375)
(380499, 17.605501)
(392814, 17.562757)
(323502, 17.337886)
(387219, 17.263762)
(233988, 16.962422)
(382331, 16.893191)Query: 327
(194049, 12.768114)
(516406, 12.563473)
(234810, 12.431918)
(461289, 12.402684)
(356057, 12.366141)
(348788, 11.99475)
(491349, 11.861432)
(127019, 11.817911)
(460136, 11.781453)
(258069, 11.518344)Query: 328
(206249, 22.381222)
(303116, 22.003676)
(495835, 19.466758)
(206000, 18.327731)
(454951, 17.535314)
(525695, 16.516207)
(377330, 14.872608)
(215047, 14.098122)
(424228, 12.261657)
(118816, 12.106794)Query: 329
(511627, 17.17403)
(525053, 17.06691)
(307960, 16.778299)
(310539, 15.740276)
(316454, 15.68112)
(527737, 15.394466)
(399705, 15.301151)
(489311, 14.976815)
(518349, 14.649834)
(318420, 14.117913)Query: 330
(27209, 20.396458)
(44174, 19.970165)
(44173, 19.899165)
(498376, 18.723372)
(27331, 18.648162)
(19399, 18.606918)
(74709, 18.455428)
(119267, 18.161528)
(7647, 18.14434)
(107300, 18.046085)Query: 331
(190827, 10.56505)
(192728, 10.164133)
(277459, 10.035221)
(297530, 9.907138)
(229752, 9.893837)
(323597, 9.763869)
(342671, 9.592053)
(286553, 9.565568)
(312780, 9.456142)
(265550, 9.382114)Query: 332
(509504, 18.908761)
(347031, 17.970333)
(45047, 17.77777)
(460930, 17.773205)
(211291, 17.374376)
(228581, 17.156317)
(384434, 17.097188)
(238203, 16.984119)
(303229, 16.839896)
(420144, 16.804767)Query: 333
(186189, 27.629087)
(329989, 25.958183)
(502164, 25.39746)
(301819, 25.158965)
(395939, 24.86675)
(176897, 24.385299)
(52250, 23.383342)
(282956, 22.353841)
(298993, 22.108145)
(443998, 21.967356)Query: 334
(322483, 16.653328)
(164260, 15.463589)
(367501, 13.746761)
(269583, 11.175155)
(132820, 10.950797)
(166445, 10.900626)
(120388, 9.442968)
(219404, 9.227168)
(21218, 9.225932)
(38197, 9.170112)Query: 335
(453825, 18.358037)
(494284, 18.339956)
(471286, 17.684898)
(136125, 17.509477)
(481371, 16.176864)
(453853, 13.932027)
(460629, 13.853019)
(501981, 13.406966)
(429890, 13.259007)
(481935, 12.991367)Query: 336
(469271, 11.794914)
(400741, 11.54405)
(362491, 11.355573)
(92257, 11.189213)
(448023, 11.077169)
(420019, 10.947348)
(168038, 10.846243)
(154450, 10.843675)
(474621, 10.670836)
(446998, 10.662555)Query: 337
(176698, 27.118526)
(25201, 24.809375)
(519682, 22.415288)
(61746, 22.258792)
(61661, 21.284507)
(25200, 21.173518)
(18755, 20.303764)
(18758, 19.890275)
(24317, 19.397209)
(71962, 19.286943)Query: 338
(247139, 20.60287)
(481505, 19.230329)
(236556, 18.723003)
(504083, 18.550459)
(474908, 16.259865)
(425786, 15.589146)
(519255, 15.534255)
(459653, 14.891241)
(487278, 14.83635)
(507393, 14.757934)Query: 339
(459504, 24.63287)
(290730, 23.300817)
(400484, 23.231852)
(278919, 23.210293)
(259463, 22.782087)
(208288, 21.788371)
(204947, 21.163)
(458727, 20.081885)
(166498, 19.288186)
(191985, 19.005752)Query: 340
(242225, 17.912749)
(519026, 17.826884)
(7716, 15.273019)
(338682, 14.786659)
(112659, 14.440082)
(237174, 13.939802)
(497961, 13.925099)
(339851, 13.081248)
(237013, 12.781744)
(457673, 12.510052)Query: 341
(518205, 10.546879)
(244021, 10.293674)
(21806, 10.221858)
(80425, 10.057682)
(456562, 10.035915)
(36708, 9.966539)
(456607, 9.917141)
(274533, 9.900899)
(6975, 9.862951)
(166960, 9.862091)Query: 342
(377093, 18.18763)
(25668, 17.266505)
(81976, 16.428155)
(242063, 15.9172)
(16580, 15.850491)
(295455, 15.821537)
(25553, 15.710396)
(306779, 15.700593)
(306761, 15.652317)
(58603, 15.571113)Query: 343
(523584, 11.130763)
(415101, 11.013915)
(201788, 10.958763)
(449176, 10.897734)
(520513, 10.872062)
(466978, 10.80736)
(364186, 10.709201)
(504289, 10.690238)
(447901, 10.682177)
(270086, 10.654739)Query: 344
(174766, 13.703455)
(377073, 13.316626)
(174767, 13.24022)
(174761, 13.103663)
(174764, 13.046629)
(205408, 13.038883)
(242195, 13.034928)
(174765, 12.853039)
(201290, 12.636638)
(174763, 12.258439)Query: 345
(206317, 15.442365)
(302418, 14.991487)
(278916, 14.796601)
(493017, 14.63427)
(326141, 14.14518)
(400249, 14.051646)
(266372, 13.771706)
(266298, 13.768696)
(347443, 13.657264)
(294065, 13.518826)Query: 346
(260341, 10.101814)
(173299, 10.1008)
(180679, 10.002005)
(138207, 9.897861)
(307255, 9.84016)
(134050, 9.690811)
(156135, 9.646434)
(156132, 9.605647)
(134011, 9.526938)
(12317, 9.499071)Query: 347
(461944, 17.869761)
(322263, 17.541646)
(294881, 16.772666)
(493986, 16.151478)
(458546, 15.086154)
(512234, 15.066996)
(155587, 15.042444)
(502478, 14.990269)
(7185, 14.873626)
(101104, 14.873626)Query: 348
(494200, 11.531439)
(505007, 6.862337)
(431635, 4.94043)
(444270, 4.646492)
(217306, 3.73076)
(386442, 3.154188)Query: 349
(113324, 14.362936)
(113362, 14.355652)
(416573, 14.239117)
(182952, 13.671009)
(152224, 12.986366)
(316943, 12.665895)
(187557, 12.578494)
(34260, 11.369443)
(161936, 11.333026)
(29622, 11.121807)Query: 350
(215306, 14.778539)
(520407, 14.601998)
(453444, 14.143124)
(405792, 13.705235)
(232584, 13.18204)
(511257, 12.884332)
(457580, 12.86337)
(172284, 12.676047)
(169651, 12.562158)
(376702, 12.466497)Query: 351
(318471, 19.28841)
(318254, 19.239577)
(216469, 19.215146)
(299698, 19.071306)
(262482, 18.999355)
(305509, 18.585598)
(251373, 18.524168)
(389983, 17.752184)
(209946, 17.264481)
(352193, 16.932107)Query: 352
(322054, 17.496128)
(294078, 16.73825)
(349788, 15.803155)
(356058, 15.281282)
(360933, 15.119662)
(395638, 14.836601)
(407837, 14.183482)
(287818, 13.522088)
(295211, 12.75851)
(242179, 12.39122)Query: 353
(341550, 19.611076)
(414638, 18.555018)
(341350, 18.404716)
(227426, 18.144662)
(231167, 17.837326)
(224628, 17.612734)
(495158, 17.409296)
(463445, 15.878727)
(137463, 14.84961)
(12434, 14.550888)Query: 354
(377928, 9.981803)
(81104, 9.754318)
(119091, 9.534686)
(95854, 9.502469)
(236945, 9.452731)
(95577, 9.397213)
(253029, 9.347591)
(55508, 9.230329)
(73888, 9.087005)
(348675, 9.009416)Query: 355
(29119, 20.558806)
(29696, 17.229827)
(93632, 14.732992)
(62148, 14.60807)
(459321, 13.169216)
(34215, 12.835739)
(121855, 12.713351)
(2633, 12.671779)
(34223, 12.570321)
(49816, 12.143036)Query: 356
(518242, 28.334467)
(408579, 28.145627)
(471087, 23.844546)
(424994, 23.321399)
(431857, 17.440976)
(515485, 17.386529)
(479947, 17.186893)
(431727, 17.041703)
(479944, 16.923736)
(503795, 16.279454)Query: 357
(235744, 15.353248)
(364601, 14.908158)
(253787, 14.89753)
(98095, 14.031792)
(100753, 13.850074)
(388727, 13.593388)
(47007, 13.422478)
(334933, 13.380128)
(305516, 13.25425)
(9003, 13.217116)Query: 358
(499519, 20.856533)
(517096, 20.634027)
(462684, 20.082169)
(462934, 19.78362)
(462215, 19.10541)
(500653, 18.964893)
(458623, 18.614817)
(406665, 18.007416)
(150896, 17.719596)
(150894, 17.574779)Query: 359
(34220, 13.103615)
(219251, 11.970144)
(473784, 11.935796)
(181489, 11.831034)
(143503, 11.042758)
(323804, 10.974063)
(251606, 10.955525)
(295579, 10.87488)
(348470, 10.797796)
(141176, 10.793709)Query: 360
(500270, 13.024677)
(517488, 12.578403)
(70299, 11.72225)
(117286, 11.72225)
(423831, 11.721824)
(326323, 11.497212)
(217708, 11.378535)
(22121, 11.376305)
(63944, 11.376305)
(75075, 11.333272)Query: 361
(445842, 21.12027)
(445872, 19.85956)
(487253, 19.694908)
(478219, 19.601029)
(515410, 19.268581)
(458349, 18.07531)
(416718, 16.645013)
(503497, 16.605104)
(471773, 14.663747)
(416819, 14.548902)Query: 362
(123760, 13.434573)
(446883, 12.548188)
(32732, 11.968606)
(269962, 11.960819)
(86758, 11.428405)
(39554, 11.337028)
(446074, 11.000437)
(489533, 10.937395)
(75584, 10.914065)
(88683, 10.822699)Query: 363
(202689, 17.061757)
(363088, 15.017773)
(236839, 14.961469)
(244847, 14.866861)
(514242, 14.693601)
(326034, 14.370532)
(301697, 14.358703)
(239266, 14.345176)
(348368, 14.243549)
(495176, 14.240325)Query: 364
(138902, 16.646098)
(138901, 16.253146)
(138903, 16.244786)
(109969, 16.144458)
(61726, 16.136097)
(138904, 16.119376)
(25159, 15.734785)
(487991, 15.651178)
(61744, 15.30839)
(485690, 15.024128)Query: 365
(498902, 22.923999)
(309495, 22.46138)
(504485, 22.46138)
(499215, 22.266593)
(363834, 19.527401)
(421937, 18.176065)
(451510, 17.469962)
(519586, 17.421266)
(265591, 15.015108)
(475425, 14.754239)Query: 366
(153823, 16.302104)
(153822, 16.056203)
(153821, 15.954876)
(462931, 14.844079)
(425609, 14.393371)
(443726, 14.375925)
(289214, 14.074727)
(405894, 13.888204)
(459092, 13.828223)
(483075, 13.623963)Query: 367
(392366, 14.123104)
(267150, 13.569961)
(190580, 13.483757)
(310943, 13.268247)
(368312, 13.217961)
(121646, 13.024002)
(267155, 12.959349)
(254027, 12.794124)
(21919, 12.70792)
(341087, 12.470859)Query: 368
(466348, 21.680225)
(445977, 20.159105)
(417761, 18.727967)
(426586, 18.596501)
(495627, 17.676432)
(481304, 17.165382)
(427835, 16.647277)
(410191, 16.464616)
(452614, 16.204819)
(473784, 16.155268)Query: 369
(428676, 33.719292)
(416705, 30.422083)
(241439, 21.658401)
(206317, 16.653576)
(415837, 14.293108)
(349659, 13.695143)
(316832, 13.298085)
(491570, 10.900523)
(472132, 10.887984)
(333222, 10.43171)Query: 370
(134158, 14.548369)
(162715, 13.776913)
(168630, 13.572399)
(68022, 13.530223)
(132710, 13.438183)
(77768, 13.24088)
(33478, 13.12008)
(152393, 13.006153)
(140728, 12.55688)
(134312, 12.552619)Query: 371
(21679, 13.747112)
(41707, 11.560783)
(104593, 11.560783)
(314710, 11.491417)
(329535, 11.398263)
(29676, 11.34846)
(421232, 11.338583)
(238308, 11.319272)
(506969, 11.294485)
(296390, 11.255457)Query: 372
(300956, 16.098834)
(276649, 13.871557)
(166028, 13.34569)
(390293, 13.320535)
(189959, 13.311113)
(172516, 13.168829)
(161500, 12.895201)
(166029, 12.858079)
(166044, 12.711952)
(166043, 12.585286)Query: 373
(270455, 20.423617)
(322483, 18.469415)
(154065, 18.323406)
(333876, 16.276818)
(245434, 16.273961)
(176521, 15.576661)
(295028, 15.289805)
(164260, 15.202341)
(132819, 15.120706)
(322378, 14.450477)Query: 374
(340337, 25.190312)
(516851, 24.56637)
(202028, 23.408227)
(282842, 22.540146)
(279312, 21.887239)
(478814, 21.856127)
(501701, 21.663172)
(407973, 21.636167)
(333204, 21.62014)
(256936, 21.450121)Query: 375
(52394, 17.342175)
(11123, 16.887238)
(5383, 16.794555)
(62179, 16.199151)
(62136, 16.098686)
(8245, 16.058316)
(50053, 15.850026)
(18993, 15.806404)
(369004, 15.788126)
(15007, 15.552373)Query: 376
(446447, 7.492692)
(463048, 7.25855)
(446582, 7.081783)
(390422, 7.032466)
(484050, 6.892848)
(445408, 6.870204)
(220425, 6.856944)
(369487, 6.856944)
(3611, 6.847454)
(340627, 6.843446)Query: 377
(468238, 22.179866)
(482855, 21.133859)
(303333, 20.735108)
(443626, 19.523311)
(513285, 19.082113)
(514454, 17.425317)
(397579, 17.010025)
(501665, 16.955632)
(272808, 16.782261)
(476207, 16.580803)Query: 378
(231949, 12.995961)
(256884, 12.044289)
(280156, 11.808956)
